page,subject,pathway,tier,quiz_count,fifa_count,has_common_mistake,has_matching,has_equations,has_rp,has_examiner_tip,lineup
chemistry/organic/amino-acids,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/organic/dna-naturally-occurring-polymers,chemistry,triple,higher,2,0,True,True,False,False,False,0011110101
chemistry/analysis/pure-substances,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/analysis/formulations,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/analysis/chromatography,chemistry,triple,higher,2,1,True,True,True,True,False,1111101111
chemistry/analysis/testing-for-gases,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/analysis/flame-tests,chemistry,triple,higher,2,0,True,True,False,True,False,0011111101
chemistry/analysis/metal-hydroxides,chemistry,triple,higher,2,0,True,True,True,True,False,0111111101
chemistry/analysis/carbonates-halides-sulfates,chemistry,triple,higher,2,0,True,True,True,True,False,0111111101
chemistry/analysis/instrumental-methods,chemistry,triple,higher,2,0,True,True,False,False,False,0011110101
chemistry/atmosphere/composition-of-atmosphere,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/atmosphere/early-atmosphere,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/atmosphere/greenhouse-gases,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/atmosphere/atmospheric-pollutants,chemistry,triple,higher,2,0,True,True,True,False,False,0111100101
chemistry/resources/earths-resources,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/resources/potable-water,chemistry,triple,higher,2,0,True,True,False,True,False,0011101101
chemistry/resources/life-cycle-assessment,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/resources/reducing-use-of-resources,chemistry,triple,higher,2,0,True,True,False,False,False,0011100101
chemistry/resources/corrosion-prevention,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/resources/alloys-useful-materials,chemistry,triple,higher,2,0,True,True,False,False,False,0011110101
chemistry/resources/ceramics-polymers-composites,chemistry,triple,higher,2,0,True,True,False,False,False,0011110101
chemistry/resources/haber-process,chemistry,triple,higher,2,1,True,True,True,False,False,0111110111
chemistry/resources/npk-fertilisers,chemistry,triple,higher,2,0,True,True,True,False,False,0111110101
chemistry/resources/alternative-metal-extraction,chemistry,triple,higher,2,0,True,True,True,False,False,0111000101
physics/energy/energy-stores-systems,physics,combined,foundation,2,0,True,True,False,False,False,1011000101
physics/energy/changes-in-energy,physics,combined,foundation,2,2,True,True,True,False,False,1111000111
physics/energy/energy-changes-in-systems,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/energy/power,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/energy/energy-transfers-in-a-system,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/energy/efficiency,physics,combined,foundation,2,1,True,True,True,False,False,0111100111
physics/energy/energy-resources,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/electricity/circuit-symbols,physics,combined,foundation,2,0,True,True,False,True,False,0011001101
physics/electricity/electrical-charge-current,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/electricity/current-resistance-pd,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/electricity/resistors,physics,combined,foundation,2,0,True,True,True,True,False,1111001101
physics/electricity/series-parallel-circuits,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/electricity/direct-alternating-pd,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/mains-electricity,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/electricity/power-electricity,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/energy-transfers-appliances,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/national-grid,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/particle-model/density-of-materials,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/particle-model/changes-of-state,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/particle-model/internal-energy,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/particle-model/temperature-changes-shc,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/particle-model/specific-latent-heat,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/particle-model/particle-motion-pressure,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/atomic-structure/structure-of-atom,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/mass-number-isotopes,physics,combined,foundation,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/development-atomic-model,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/radioactive-decay,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/nuclear-equations,physics,combined,foundation,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/half-lives,physics,combined,foundation,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/radioactive-contamination,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/forces/scalar-vector-quantities,physics,combined,foundation,2,0,True,True,True,False,False,0111000101
physics/forces/contact-noncontact-forces,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/forces/gravity,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/resultant-forces,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/forces/work-done-energy-transfer,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/forces-elasticity,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/forces/distance-speed-velocity,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/distance-time-graphs,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/acceleration,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/newtons-laws,physics,combined,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/stopping-distance-braking,physics,combined,foundation,2,1,True,True,True,False,False,0111000111
physics/waves/transverse-longitudinal-waves,physics,combined,foundation,2,0,True,True,False,True,False,0011001101
physics/waves/properties-of-waves,physics,combined,foundation,2,1,True,True,True,True,False,1111001111
physics/waves/types-of-em-waves,physics,combined,foundation,2,0,True,True,True,False,False,1111000101
physics/waves/properties-em-waves-1,physics,combined,foundation,2,0,True,True,False,True,False,0011101101
physics/waves/properties-em-waves-2,physics,combined,foundation,2,0,True,True,False,False,False,0011100101
physics/waves/uses-em-waves,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/magnetism/poles-of-a-magnet,physics,combined,foundation,2,0,True,True,False,False,False,0011000101
physics/magnetism/magnetic-fields,physics,combined,foundation,2,0,True,True,False,True,False,0011001101
physics/magnetism/electromagnetism,physics,combined,foundation,2,0,True,True,False,True,False,0011101101
physics/energy/energy-stores-systems,physics,combined,higher,2,0,True,True,False,False,False,1011000101
physics/energy/changes-in-energy,physics,combined,higher,2,2,True,True,True,False,False,1111000111
physics/energy/energy-changes-in-systems,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/energy/power,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/energy/energy-transfers-in-a-system,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/energy/efficiency,physics,combined,higher,2,1,True,True,True,False,False,0111100111
physics/energy/energy-resources,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/electricity/circuit-symbols,physics,combined,higher,2,0,True,True,False,True,False,0011001101
physics/electricity/electrical-charge-current,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/electricity/current-resistance-pd,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/electricity/resistors,physics,combined,higher,2,0,True,True,True,True,False,1111001101
physics/electricity/series-parallel-circuits,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/electricity/direct-alternating-pd,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/mains-electricity,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/electricity/power-electricity,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/energy-transfers-appliances,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/national-grid,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/particle-model/density-of-materials,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/particle-model/changes-of-state,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/particle-model/internal-energy,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/particle-model/temperature-changes-shc,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/particle-model/specific-latent-heat,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/particle-model/particle-motion-pressure,physics,combined,higher,2,1,True,True,True,False,False,1111100111
physics/atomic-structure/structure-of-atom,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/mass-number-isotopes,physics,combined,higher,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/development-atomic-model,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/radioactive-decay,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/nuclear-equations,physics,combined,higher,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/half-lives,physics,combined,higher,2,1,True,True,True,False,False,0111100111
physics/atomic-structure/radioactive-contamination,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/forces/scalar-vector-quantities,physics,combined,higher,2,0,True,True,True,False,False,0111000101
physics/forces/contact-noncontact-forces,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/forces/gravity,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/forces/resultant-forces,physics,combined,higher,2,0,True,True,False,False,False,0011100101
physics/forces/work-done-energy-transfer,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/forces/forces-elasticity,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/forces/distance-speed-velocity,physics,combined,higher,2,1,True,True,True,False,False,1111100111
physics/forces/distance-time-graphs,physics,combined,higher,2,1,True,True,True,False,False,1111100111
physics/forces/acceleration,physics,combined,higher,2,1,True,True,True,False,False,1111100111
physics/forces/newtons-laws,physics,combined,higher,2,1,True,True,True,False,False,1111100111
physics/forces/stopping-distance-braking,physics,combined,higher,2,1,True,True,True,False,False,0111100111
physics/forces/momentum,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/waves/transverse-longitudinal-waves,physics,combined,higher,2,0,True,True,False,True,False,0011001101
physics/waves/properties-of-waves,physics,combined,higher,2,1,True,True,True,True,False,1111001111
physics/waves/types-of-em-waves,physics,combined,higher,2,0,True,True,True,False,False,1111000101
physics/waves/properties-em-waves-1,physics,combined,higher,2,0,True,True,False,True,False,0011101101
physics/waves/properties-em-waves-2,physics,combined,higher,2,0,True,True,False,False,False,0011100101
physics/waves/uses-em-waves,physics,combined,higher,2,0,True,True,False,False,False,0011100101
physics/magnetism/poles-of-a-magnet,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/magnetism/magnetic-fields,physics,combined,higher,2,0,True,True,False,True,False,0011001101
physics/magnetism/electromagnetism,physics,combined,higher,2,0,True,True,False,True,False,0011101101
physics/magnetism/flemings-left-hand-rule,physics,combined,higher,2,1,True,True,True,False,False,1111000111
physics/magnetism/electric-motors,physics,combined,higher,2,0,True,True,False,False,False,0011000101
physics/energy/energy-stores-systems,physics,triple,foundation,2,0,True,True,False,False,False,1011000101
physics/energy/changes-in-energy,physics,triple,foundation,2,2,True,True,True,False,False,1111000111
physics/energy/energy-changes-in-systems,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/energy/power,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/energy/energy-transfers-in-a-system,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/energy/efficiency,physics,triple,foundation,2,1,True,True,True,False,False,0111100111
physics/energy/energy-resources,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/energy/thermal-conductivity,physics,triple,foundation,2,0,True,True,False,True,False,0011011101
physics/electricity/circuit-symbols,physics,triple,foundation,2,0,True,True,False,True,False,0011001101
physics/electricity/electrical-charge-current,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/electricity/current-resistance-pd,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/electricity/resistors,physics,triple,foundation,2,0,True,True,True,True,False,1111001101
physics/electricity/series-parallel-circuits,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/electricity/direct-alternating-pd,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/mains-electricity,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/electricity/power-electricity,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/energy-transfers-appliances,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/national-grid,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/electricity/static-charge,physics,triple,foundation,2,0,True,True,False,False,False,0011010101
physics/electricity/electric-fields,physics,triple,foundation,2,0,True,True,True,False,False,1111010101
physics/particle-model/density-of-materials,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/particle-model/changes-of-state,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/particle-model/internal-energy,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/particle-model/temperature-changes-shc,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/particle-model/specific-latent-heat,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/particle-model/particle-motion-pressure,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/atomic-structure/structure-of-atom,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/mass-number-isotopes,physics,triple,foundation,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/development-atomic-model,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/radioactive-decay,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/nuclear-equations,physics,triple,foundation,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/half-lives,physics,triple,foundation,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/radioactive-contamination,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/background-radiation,physics,triple,foundation,2,0,True,True,True,False,False,0111010101
physics/atomic-structure/uses-of-nuclear-radiation,physics,triple,foundation,2,0,True,True,False,False,False,0011010101
physics/atomic-structure/nuclear-fission,physics,triple,foundation,2,0,True,True,True,False,False,0111010101
physics/atomic-structure/nuclear-fusion,physics,triple,foundation,2,0,True,True,True,False,False,0111010101
physics/forces/scalar-vector-quantities,physics,triple,foundation,2,0,True,True,True,False,False,0111000101
physics/forces/contact-noncontact-forces,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/forces/gravity,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/resultant-forces,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/forces/work-done-energy-transfer,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/forces-elasticity,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/forces/moments-levers-gears,physics,triple,foundation,2,1,True,True,True,False,False,1111010111
physics/forces/pressure-in-a-fluid,physics,triple,foundation,2,1,True,True,True,False,False,1111010111
physics/forces/distance-speed-velocity,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/distance-time-graphs,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/acceleration,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/newtons-laws,physics,triple,foundation,2,1,True,True,True,False,False,1111000111
physics/forces/stopping-distance-braking,physics,triple,foundation,2,1,True,True,True,False,False,0111000111
physics/waves/transverse-longitudinal-waves,physics,triple,foundation,2,0,True,True,False,True,False,0011001101
physics/waves/properties-of-waves,physics,triple,foundation,2,1,True,True,True,True,False,1111001111
physics/waves/types-of-em-waves,physics,triple,foundation,2,0,True,True,True,False,False,1111000101
physics/waves/properties-em-waves-1,physics,triple,foundation,2,0,True,True,False,True,False,0011101101
physics/waves/properties-em-waves-2,physics,triple,foundation,2,0,True,True,False,False,False,0011100101
physics/waves/uses-em-waves,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/waves/lenses,physics,triple,foundation,2,0,True,True,True,False,False,1111010101
physics/waves/infrared-black-bodies,physics,triple,foundation,2,0,True,True,False,False,False,0011010101
physics/magnetism/poles-of-a-magnet,physics,triple,foundation,2,0,True,True,False,False,False,0011000101
physics/magnetism/magnetic-fields,physics,triple,foundation,2,0,True,True,False,True,False,0011001101
physics/magnetism/electromagnetism,physics,triple,foundation,2,0,True,True,False,True,False,0011101101
physics/space/solar-system-gravity,physics,triple,foundation,2,0,True,True,False,False,False,0011010101
physics/space/stellar-evolution,physics,triple,foundation,2,0,True,True,False,False,False,0011010101
physics/space/red-shift-big-bang,physics,triple,foundation,2,0,True,True,True,False,False,1111010101
physics/energy/energy-stores-systems,physics,triple,higher,2,0,True,True,False,False,False,1011000101
physics/energy/changes-in-energy,physics,triple,higher,2,2,True,True,True,False,False,1111000111
physics/energy/energy-changes-in-systems,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/energy/power,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/energy/energy-transfers-in-a-system,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/energy/efficiency,physics,triple,higher,2,1,True,True,True,False,False,0111100111
physics/energy/energy-resources,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/energy/thermal-conductivity,physics,triple,higher,2,0,True,True,False,True,False,0011111101
physics/electricity/circuit-symbols,physics,triple,higher,2,0,True,True,False,True,False,0011001101
physics/electricity/electrical-charge-current,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/electricity/current-resistance-pd,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/electricity/resistors,physics,triple,higher,2,0,True,True,True,True,False,1111001101
physics/electricity/series-parallel-circuits,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/electricity/direct-alternating-pd,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/mains-electricity,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/electricity/power-electricity,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/energy-transfers-appliances,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/national-grid,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/electricity/static-charge,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/electricity/electric-fields,physics,triple,higher,2,0,True,True,True,False,False,1111110101
physics/particle-model/density-of-materials,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/particle-model/changes-of-state,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/particle-model/internal-energy,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/particle-model/temperature-changes-shc,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/particle-model/specific-latent-heat,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/particle-model/particle-motion-pressure,physics,triple,higher,2,1,True,True,True,False,False,1111100111
physics/atomic-structure/structure-of-atom,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/mass-number-isotopes,physics,triple,higher,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/development-atomic-model,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/radioactive-decay,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/nuclear-equations,physics,triple,higher,2,1,True,True,True,False,False,0111000111
physics/atomic-structure/half-lives,physics,triple,higher,2,1,True,True,True,False,False,0111100111
physics/atomic-structure/radioactive-contamination,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/atomic-structure/background-radiation,physics,triple,higher,2,0,True,True,True,False,False,0111110101
physics/atomic-structure/uses-of-nuclear-radiation,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/atomic-structure/nuclear-fission,physics,triple,higher,2,0,True,True,True,False,False,0111110101
physics/atomic-structure/nuclear-fusion,physics,triple,higher,2,0,True,True,True,False,False,0111110101
physics/forces/scalar-vector-quantities,physics,triple,higher,2,0,True,True,True,False,False,0111000101
physics/forces/contact-noncontact-forces,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/forces/gravity,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/forces/resultant-forces,physics,triple,higher,2,0,True,True,False,False,False,0011100101
physics/forces/resolving-forces,physics,triple,higher,2,1,True,True,True,False,False,1111110111
physics/forces/free-body-diagrams,physics,triple,higher,2,0,True,True,True,False,False,0111110101
physics/forces/work-done-energy-transfer,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/forces/forces-elasticity,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/forces/moments-levers-gears,physics,triple,higher,2,1,True,True,True,False,False,1111110111
physics/forces/pressure-in-a-fluid,physics,triple,higher,2,1,True,True,True,False,False,1111110111
physics/forces/upthrust-floating,physics,triple,higher,2,1,True,True,True,False,False,1111110111
physics/forces/distance-speed-velocity,physics,triple,higher,2,1,True,True,True,False,False,1111100111
physics/forces/distance-time-graphs,physics,triple,higher,2,1,True,True,True,False,False,1111100111
physics/forces/acceleration,physics,triple,higher,2,1,True,True,True,False,False,1111100111
physics/forces/newtons-laws,physics,triple,higher,2,1,True,True,True,False,False,1111100111
physics/forces/stopping-distance-braking,physics,triple,higher,2,1,True,True,True,False,False,0111100111
physics/forces/motion-in-a-circle,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/forces/momentum,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/waves/transverse-longitudinal-waves,physics,triple,higher,2,0,True,True,False,True,False,0011001101
physics/waves/sound-waves-hearing,physics,triple,higher,2,1,True,True,True,False,False,1111110111
physics/waves/waves-detection-exploration,physics,triple,higher,2,0,True,True,True,False,False,0111110101
physics/waves/properties-of-waves,physics,triple,higher,2,1,True,True,True,True,False,1111001111
physics/waves/types-of-em-waves,physics,triple,higher,2,0,True,True,True,False,False,1111000101
physics/waves/properties-em-waves-1,physics,triple,higher,2,0,True,True,False,True,False,0011101101
physics/waves/properties-em-waves-2,physics,triple,higher,2,0,True,True,False,False,False,0011100101
physics/waves/uses-em-waves,physics,triple,higher,2,0,True,True,False,False,False,0011100101
physics/waves/wave-front-refraction,physics,triple,higher,2,0,True,True,True,False,False,0111110101
physics/waves/lenses,physics,triple,higher,2,0,True,True,True,False,False,1111110101
physics/waves/infrared-black-bodies,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/waves/radiation-balance-temperature,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/magnetism/poles-of-a-magnet,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/magnetism/magnetic-fields,physics,triple,higher,2,0,True,True,False,True,False,0011001101
physics/magnetism/electromagnetism,physics,triple,higher,2,0,True,True,False,True,False,0011101101
physics/magnetism/flemings-left-hand-rule,physics,triple,higher,2,1,True,True,True,False,False,1111000111
physics/magnetism/electric-motors,physics,triple,higher,2,0,True,True,False,False,False,0011000101
physics/magnetism/loudspeakers-headphones,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/magnetism/induced-potential,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/magnetism/uses-generator-effect,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/magnetism/microphones,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/magnetism/transformers,physics,triple,higher,2,1,True,True,True,False,False,1111110111
physics/space/solar-system-gravity,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/space/gravity-stable-orbits,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/space/stellar-evolution,physics,triple,higher,2,0,True,True,False,False,False,0011110101
physics/space/red-shift-big-bang,physics,triple,higher,2,0,True,True,True,False,False,1111110101
physics/space/dark-matter-dark-energy,physics,triple,higher,2,0,True,True,False,False,False,0011110101
